,Target,ALL
797,Quality Assurance,                                                        Quality Assurance Engineer Flintec Transducers (Pvt) Ltd Mechanical Engineer ELSTEEL LTD    
798,Quality Assurance,"Image Processing Project Management Test Automation Team Leadership Quality Assurance Quality Control Analytical Skills ObjectOriented Programming OOP Multitasking Time Management Test Management Critical Thinking Attention to Detail Team Management Quality Management Artificial Intelligence AI Creative Problem Solving communication skills Genetic Algorithms Evolutionary Algorithms                               Bachelor of Science - BS SLIIT     Quality Assurance Engineer 株式会社ソナス Sonasu Co.,Ltd.  Software Engineer Trainee Airport & Aviation Services Sri Lanka    "
799,Quality Assurance,Java C MySQL C SQL Selenium Automated Software Testing Agile Testing Test Designing Good Team player and goal achiever Selenium SeeTest Manual Software Testing                                      BSc. (Hons) Computer Sciense(UCD) National School Of Business Management (NSBM)  President Girls' Collage - Galle  Viddyaraja National School Senior Quality Assurance Engineer Silverleap Technology (Private) Limited QA Engineer Silverleap Technology (Private) Limited Automation Associate specialist Virtusa QA Intern Virtusa
800,Quality Assurance,Java C Microsoft Office MySQL HTML SQL Test Automation Manual Testing Test Cases Jira Selenium WebDriver Regression Testing Agile Methodologies System Testing Software Testing Visual Studio Communication MongoDB JIRA Eclipse Webstorm Defect Tracking Test Processes Test Designing Quality Assurance Processes NetBeans Jenkins Sanity Testing Test Case Generation Github Written Communication Redmine Integration Testing Clubhouse Pivotal Tracker Targetprocess               Bachelor of Science honors SLIIT     Software Quality Assurance Engineer Aeturnum Associate Software Quality Assurance Engineer Aeturnum Software Quality Assurance Trainee Aeturnum  
801,Quality Assurance,                                                  Bachelor  SLIIT     Associate Quality Assurance Engineer Arimac Internship Trainee Programus Ltd    
802,Quality Assurance,Java C Microsoft Office MySQL HTML JavaScript Microsoft Excel C SQL C Python WordPress PHP jQuery Web Development Microsoft Word PowerPoint Windows UML Order Management salesforce Epic Systems Content Management Systems CMS Salesforce Marketing Cloud WooCommerce Kentico Salesforcecom Administration EPI                       Bachelor’s Degree University of Colombo  Mahamaya Girls' College. Kandy   Senior Quality Assurance Engineer Accel Digital Software Quality Assurance Engineer Studio 60 Group Quality Assurance Executive Scienter Technologies (Pte) Ltd Associate Quality Assurance Engineer Virtusa
803,Quality Assurance,Microsoft Office Software Quality Assurance Manual Testing Test Cases Quality Assurance Documentation Data Entry Creativity Skills Web Content Writing                                          Bachelor of Science in Information Sysytems University of Colombo     Software Quality Assurance Engineer Crede Tech IT Trainee Sri Lanka Telecom    
804,Quality Assurance,Leadership Java Project Management MySQL SQL Quality Assurance Research Microsoft Word Problem Solving                                          Master of Business Administration - MBA Wayamba University of Sri Lanka Bachelor of Industrial Information Technology Uva Wellassa University of Sri Lanka   Software Quality Assurance Engineer Softcodeit  Associate Engineer- QA Virtusa Automation Associate-Specialist Virtusa  
805,Quality Assurance,Leadership Java C MySQL HTML Cascading Style Sheets CSS Android Studio PHP Git ObjectOriented Programming OOP Android English Time Management Problem Solving                                     Computer Science Eastern University Srilanka     Intern Quality Assurance Engineer  Rezgateway Trainee Bank Assistant  People's Bank Sri Lanka    
806,Quality Assurance,"Leadership Java MySQL HTML JavaScript Cascading Style Sheets CSS SQL Teamwork HTML Test Automation Software Quality Assurance Postman API Python Programming Language Jira PHP Linux Bootstrap jQuery Quality Assurance Git Information Technology Testing ObjectOriented Programming OOP Selenium Software Development Web Development Multitasking Computer Science Self Learning Web Design Ubuntu GitHub Cypress Laravel JSON Teaching Mathematics Creative Problem Solving logical and analytical thinlking Painting Drawing Design Patterns MVC instant problem solving English speeking Rest assured Logj     Mo/Dutugemunu Central College, Buttala  R/Emb/Pallebedda Maha Vidyalaya   R/Rahula primary school godakawela Quality Assurance Engineer 1 Billion Tech Trainee Quality Assurance Engineer Cenango Financials LLC Teacher -Science for Technology  WP/JAYA/Buwanekaba Vidyalaya,Maharagama Teacher Combined Mathematics WP/JAYA/Ananda Balika Vidyalaya,Kotte "
807,Quality Assurance,Java C MySQL HTML Cascading Style Sheets CSS SQL HTML Software Quality Assurance Test Cases PHP Test Planning Agile Methodologies Quality Assurance Information Technology ObjectOriented Programming OOP Software Testing Selenium Ubuntu                                 Information Technology SLIIT  Sangamiththa Balika Vidyalaya Galle   Associate Software Quality Assurance Engineer JOHN KEELLS IT Quality Assurance Intern Informatics International Limited    
808,Quality Assurance,                                                        Quality Assurance Engineer Enadoc      
809,Quality Assurance,Agile Methodologies ISTQB certification  Test Plans Cases Processes Testing Automation UI Compatibility Testing                                            Msc(PMP) Asia e University Bsc(Hons) SLIIT   Software Quality Assurance Engineer FusionGrove Software Quality Assurance Engineer Netstarter - (A Salmat Company) Software Quality Assurance Engineer Programus Ltd Software Quality Assurance Engineer Virtusa
810,Quality Assurance,"Java MySQL Python Programming Language Quality Assurance Selenium Research JMeter Protractor Oracle Postman Jenkins CI                                        Master of Computer Science University of Colombo School of Computing Bachelor of Science in Computer Science University of Colombo School of Computing GCE Advance Level - 2012 St.Thomas' Girls' High School, Matara Quality Assurance Engineer Epic Lanka Quality Assurance Engineer Zincat Technologies Quality Assurance Engineer eBlix Technologies Intern - Technology Virtusa"
811,Quality Assurance,Java Microsoft Office HTML Cascading Style Sheets CSS SQL C Teamwork Software Quality Assurance Python Programming Language Test Planning Quality Assurance Testing Databases Software Testing Software Development Problem Solving Software Quality Creative Problem Solving Algorithms                                BSc(Hons) in Information Systems Sabaragamuwa University     Software Quality Assurance Engineer H2Compute Software Quality Assurance Intern Seanna Software    
812,Quality Assurance,"Test Automation Microsoft SQL Server UI Testing Regression Testing Test case Designs                                              Bsc(hons)specialization in Information Technology SLIIT  Rathnavali Viduhala , Gampaha  Professional Masters degree in Organisation Management and International Economics Relation Rīgas Tehniskā universitāte (Riga Technical University) Quality Assurance Analyst ESOFT Technologies Pvt Ltd Quality Assurance Engineer Virtusa QA Automation Specialist  Virtusa Qality Assurance (Internship) Virtusa"
813,Quality Assurance,Leadership Java Microsoft Office MySQL HTML JavaScript Microsoft Excel Cascading Style Sheets CSS SQL Python Web Development Management Marketing Software Engineering Business Statistics                                    Bachelor’s Degree University of Colombo  Mahinda College  The Chartered Institute of Management Accountants Senior Quality Assurance Engineer CodeGen International Quality Assurance Engineer CodeGen International Associate Software Quality Assurance Engineer OrangeHRM Software Quality Assurance Engineer Intern OrangeHRM
814,Quality Assurance,"Leadership Java C Microsoft Office MySQL HTML JavaScript Microsoft Excel Cascading Style Sheets CSS C SQL C Teamwork HTML Postman API Programming Adobe Photoshop WordPress Nodejs Quality Assurance Database Management System DBMS Visual Studio Web Development Docker XML Blogging Graphic Design Marketing Arduino Microsoft Azure Technical Writing Data Structures IoT CorelDRAW Google Cloud Platform Raspberry Pi Notepad Microbit CodeBlocks Proteus FlashPrint          Bachelor of Science Rajarata University of Sri Lanka    Kegalu vidyalaya   Quality Assurance Engineer Intervest Software Technologies (Private) Limited Associate Quality Assurance Engineer Intervest Software Technologies (Private) Limited Associate Quality Assurance Engineer Srila Systems Pvt Ltd (Gallagher, UK, Technology division) Intern Quality Assurance Engineer Srila Systems Pvt Ltd"
815,Quality Assurance,"Java C Microsoft Office MySQL HTML Microsoft Excel C Teamwork API Testing Matlab PHP jQuery Visual Studio Public Speaking Microsoft Word Microsoft PowerPoint English Selenium Testing Time Management PowerPoint CSS Software Project Management Windows DBMS Scrum JIRA R BehaviorDriven Development BDD MYSQL QA Automation Robotic Process Automation RPA Mobile automation Specflow JScript Anjularjs Scalable Vector Graphics SVG Prolog Galen Framework Web automation UI Automation Galen Framework           Institute of Java & Software Engineering,Galle,Sri Lanka  British Way English Academy School Southlands College,Gallle,Sri Lanka Senior Quality Assurance Engineer Zone24x7 Senior Quality Assurance Analyst UPay - Payment Services Pvt. Ltd. Quality Assurance Analyst UPay - Payment Services Pvt. Ltd. Quality Assurance Intern Millennium Information Technologies"
816,Quality Assurance,Software Quality Assurance Information Technology                                                  Ferguson high school Bachelor of Industrial Information Technology  Uva Wellassa University of Sri Lanka   Quality Assurance Engineer Virtusa      
817,Quality Assurance,Java Microsoft Office MySQL SQL Test Automation API Testing Manual Testing Python Programming Language Linux Regression Testing Functional Testing Test Planning Quality Assurance Software Testing Selenium JMeter TestNG Eclipse JUnit Defect Tracking IntelliJ IDEA Microsoft Azure Cloud Computing Amazon Web Services AWS Storyboarding                          BSc. Special Honours SLIIT     Quality Assurance Engineer Rootcode Labs Engineer - QA Virtusa Associate Engineer - QA Virtusa Trainee Software Developer Sri Lanka Telecom
818,Quality Assurance,                                                   C. W.W. Kannangara Cenral College Matugama Bachelor of Science University College Dublin   Software Quality Assurance Engineer Pristine Solutions (Pvt) Ltd Software Developer COLOMBO DOCKYARD PLC    
819,Quality Assurance,Java C Microsoft Office MySQL HTML JavaScript C Teamwork AngularJS Test Automation API Testing Postman API Programming PHP Linux Bootstrap Regression Testing Firebase User Acceptance Testing Databases Selenium Visual Studio Microsoft SQL Server Web Development Time Management CSS Software Development Life Cycle SDLC Test Management Scrum Performance Testing JIRA Eclipse PhpStorm QA Engineering Mobile Testing NetBeans Agile Project Management Katalon Studio Report Writing Integration Testing Manage multiple projects Kanban Ionic Framework Mixpanel Work Management Repository Crossbrowser Compatibility Mind Mapping Test Methodologies  Bachelor of Science (BSc) Curtin University Bachelor of Science - BS SLIIT  Institute of Chemistry Ceylon Software Quality Assurance Engineer MOQdigital Associate Software Quality Assurance Engineer MOQdigital Associate Software Quality Assurance Engineer Australian Strategic Partnerships  Medical Laboratory Technician Nawaloka Hospitals PLC
820,Quality Assurance,Java Project Management Microsoft Office HTML Microsoft Excel Customer Service Teamwork Research Microsoft Word                                                Training course on Java Application Development using JavaSE University of Colombo School of Computing  Certificate program in IT Applications SLIIT  Musaeus College  Associate Quality Assurance Engineer OrangeHRM Junior QA Engineer  Insighture Software Quality Assurance Intern zMessenger (Pvt) Ltd  
821,Quality Assurance,Teamwork English Network Administration Windows Server Cisco Certified Webbased Systems                                             A student Bandaranayake College - Gampaha  General Sir John Kotelawala Defence University   Quality Assurance Engineer Adventa Holdings (Pvt) Limited      
822,Quality Assurance,Leadership Java C Project Management Microsoft Office HTML JavaScript Microsoft Excel SQL Teamwork Android Studio API Testing Manual Testing Postman API SoapUI Selenium WebDriver Cucumber Regression Testing Agile Methodologies Automation Analytical Skills Microsoft SQL Server Software Development Android Web Development Microsoft PowerPoint Management Oracle Database JEE Web Services Spring Boot Spring Framework API Development PhpMyAdmin Maven GitHub Agile Project Management RESTful WebServices Distributed Systems ASPNet Spring MVC WebLogic Qt Creator Microservices        BSc(Hons) in Software Engineering University of Plymouth     Software Quality Assurance Engineer Acentura Inc Software Engineer Virtusa Associate Software Engineer Virtusa  
823,Quality Assurance,Quality Assurance Software Quality System Inspection Internal Audit                                              Bachelor's degree University of Plymouth     Quality Assurance Engineer Mitra Innovation Quality Assurance Associate Mitra Innovation    
824,Quality Assurance,                                                   NIBM BSc. (Hons) Coventry University   Software Quality Assurance Engineer Camms Quality Assurance Engineer Virtusa Associate automation specialist virtusa  
825,Quality Assurance,"Leadership Java Microsoft Office MySQL HTML JavaScript Microsoft Excel Cascading Style Sheets CSS SQL Programming Python PHP Linux Microsoft Word Microsoft PowerPoint Management                                    University of Colombo  Maliyadeva Balika Vidyalaya, Kurunegala   Software Quality Assurance Engineer Emageia Associate Software Quality Assurance Engineer Thinkcube Connect Associate Quality Assurance Engineer thinkCube Systems (Pvt) Ltd Trainee Quality Assurance Engineer thinkCube Systems (Pvt) Ltd"
826,Quality Assurance,Java MySQL SQL Test Cases Jira Nodejs Test Planning Test Execution Quality Assurance Database Management System DBMS MongoDB Eclipse PhpMyAdmin NetBeans Visual C Bug Tracking                                   Bsc SLIIT  Royal college   Associate Quality Assurance Engineer Camms Quality Assurance Engineer Camms    
827,Quality Assurance,"Jira Data Analysis Confluence Business Analysis Agile Project Management Software Deployment Microsoft Outlook Data Entry Document Management Records Management Email Collaboration Tools Diagramming                                      Bachelor's degree University of Colombo School of Computing     Associate Quality Assurance Engineer OrangeHRM Quality Assurance Engineer London Stock Exchange Group (LSEG) Associate Image Processor Orel Services, IT Recruitment Expert  "
828,Quality Assurance,Leadership Java C Project Management Microsoft Office HTML JavaScript C Customer Service Research Management PowerPoint                                       Master of Business Analytics University of Colombo Bachelor of Science (Hons)  University College Dublin   Quality Assurance Engineer Ceylon Solutions Associate Quality Assurance Engineer Ceylon Solutions Trainee Quality Assurance Engineer Ceylon Solutions Trainee Software Quality Assurance Engineer National Institute of Business Management (NIBM - Sri Lanka)
829,Quality Assurance,Leadership Java HTML JavaScript Microsoft Excel Cascading Style Sheets CSS Teamwork Software Quality Assurance Team Leadership Quality Assurance Databases Communication Microsoft Word Management Oracle Database Problem Solving Adobe XD                                  B.Sc Business Information Systems (special) University of Sri Jayewardenepura  CIMA  Bandaranayake College - Gampaha Associate Quality Assurance Engineer Azend Technologies Junior Analyst HCL Technologies Information Systems Audit PwC Sri Lanka  
830,Quality Assurance,Java HTML Testing Test Case Generation                                                National School of Business Management     Software Quality Assurance Engineer AvoNet Technologies Associate Quality Assurance Engineer AvoNet Technologies    
831,Quality Assurance,Leadership Java Microsoft Office MySQL HTML SQL                                             Bachelor of Science (BSc) SLIIT  Association of Accounting Technicians of Srilanka HR Institute of Personnel Management Sri Lanka (IPM) Associate Quality Assurance Engineer LOLC Technologies Limited Associate Quality Assurance Engineer TechLead International Internship Cambio Software Engineering  
832,Quality Assurance,MySQL C Test Automation Manual Testing Python Programming Language Quality Assurance Software Testing Selenium Visual Studio Microsoft SQL Server Software Development CammsStrategy                                       Bachelor of Information Technology University of Moratuwa Certificate Course in Software Engineering NIBM Institute  Bandaranayake College - Gampaha Associate Software Quality Assurance Engineer VitalHub Innovations Lab Quality Assurance Intern Camms    
833,Quality Assurance,Java C Android Development HTML JavaScript C Python Programming Language WordPress PHP Web Applications Laravel                                        Bachelor of information technology University of Colombo Computer Science NIBM   Quality Assurance Automation Engineer Virtusa      
834,Quality Assurance,"Java SQL Teamwork Test Automation Software Quality Assurance API Testing Test Planning System Testing Analytical Skills JMeter Management Constructive Feedback Performance Testing Computer Networking Agile Testing UML Burp Suite Mathematics Vulnerability Assessment Security Testing Delegation CTFL Stress Testing                            Bachelor of Science - BS SLIIT  St. Thomas' College, Matara.   Quality Assurance Engineer Hitachi Digital Payment Solutions Ltd. Associate Quality Assurance Engineer Hitachi Digital Payment Solutions Ltd. Trainee Quality Assurance Engineer Hitachi Digital Payment Solutions Ltd. Trainee Implementation Engineer Sierra Technology Holdings"
835,Quality Assurance,HTML C Software Quality Assurance Database Management System DBMS ObjectOriented Programming OOP Communication Customer Relationship Management CRM Business Analysis Team Management Dance Education Event Management Business Development Business Strategy Creative Strategy Art Education Market Research Management Information Systems MIS Leadership Development Innovation Management OOAD Script Analysis                              Bachelor’s Degree University of Moratuwa     Software Quality Assurance Engineer LAYOUTindex Ltd Associate Quality Assurance Engineer Virtusa Software Quality & Business Analyst Programus Ltd  
836,Quality Assurance,Java Microsoft Office MySQL Cascading Style Sheets CSS HTML Software Quality Assurance Jira Selenium WebDriver PHP Bootstrap Test Planning CSS Mobile Testing Web Testing Test Case Generation Test Link Terminal testing                                  Bachelor Science of Information Technology and Management University of Moratuwa  Swarnapali Girls College   Software Quality Assurance Engineer Intervest Software Technologies (Private) Limited Software Quality Assurance Engineer - Team Lead TechLead International Associate Software Quality Assurance Engineer TechLead International Associate Software Quality Analyst KPMG
837,Quality Assurance,Leadership Project Management Microsoft Office Microsoft Excel Customer Service Teamwork Team Leadership Information Technology Public Speaking Communication Presentation Skills Microsoft Word Microsoft PowerPoint English Time Management Social Media Management Teaching Event Planning                                Bsc.(Hons) in Information Technology and Management University of Moratuwa     Quality Assurance Engineer Intern  Boost Hotels Software Solutions      
838,Quality Assurance,Java Microsoft Office MySQL HTML JavaScript Microsoft Excel SQL Customer Service Linux Quality Assurance Microsoft SQL Server Management TCPIP                                      Master of Business Administration (M.B.A.) Postgraduate Institute of Managment (PIM) Bachelor’s Degree SLIIT High School St Josephs College Quality Assurance Engineer Crossover for Work Software Engineer ATSL Telesoft PVT LTD    
839,Quality Assurance,Leadership Java Project Management Test Automation Selenium WebDriver Regression Testing Quality Assurance Git ObjectOriented Programming OOP Research Appium Mobile Testing Web Testing Exploratory Testing Knowledge Sharing User Experience Testing Test Effort Estimation                                   SLIIT English Certification Course British Council Colombo  Mahinda College Senior Quality Assurance Engineer Calcey Technologies Senior Quality Assurance Engineer JRC Software Quality Assurance Engineer JRC Software Quality Assurance Engineer Bricks and Agent
840,Quality Assurance,Java MySQL HTML JavaScript Cascading Style Sheets CSS C SQL Manual Testing Test Cases Team Leadership PHP Regression Testing Test Planning Quality Assurance Selenium Visual Studio Microsoft SQL Server NET Framework CSS XML Scrum JIRA Mobile Testing Teaching Android Testing Test Case Generation Technical Writing Curriculum Development Instructional Design Curriculum Design Technology Integration ELearning Higher Education K Educational Technology Moodle Instructional Technology Joomla Lecturing Tutoring Classroom           University of Colombo School of Computing Bachelor’s Degree SLIIT High School St.Paul's Girls school Quality Assurance Engineer Datavail      
841,Quality Assurance,Leadership Java Microsoft Excel Teamwork Manual Testing Postman API Regression Testing Test Planning Agile Methodologies Selenium Public Speaking Communication Scrum Performance Testing JIRA Confluence Interpersonal Communication Manual Test Execution QA Automation Storyboarding Cloud Migration Apache JMeter Apache JMeterConfluence Wireshark Putty                          Bachelor's degree SLIIT     Senior QA Engineer Omobio (Pvt) Ltd. Senior Quality Assurance Engineer Axiata Digital Labs QA Engineer Digiratina Quality Assurance Engineer Aeturnum
842,Quality Assurance,Java Test Automation                                                 BSc.Computing Coventry University  KU/Saranath College kuliyapitiya  St.Joseph's College Kuliyapitiya  Quality Assurance Automation Engineer Camms Automation Specialist Virtusa    
843,Quality Assurance,Java C Project Management Microsoft Office MySQL HTML JavaScript Microsoft Excel Cascading Style Sheets CSS C SQL Teamwork HTML Test Automation Software Quality Assurance C Programming Language PHP Databases Flutter Microsoft Word Microsoft PowerPoint NET Framework flutter                            Foundation Course  IPM SriLanka  (Institute of Personnel Management)  Prince Of Wales' College-Moratuwa Sri Lanka Prathama Bhathkhande Sangit Vdyapath Laknow Trainee Quality Assurance Engineer Acentura Inc Volunteer mozilla campus Club NSBM Volunteer Free & Open Source Community ( FOSS ) - NSBM Member NSBM DevOps Community
844,Quality Assurance,Java Microsoft Office MySQL HTML JavaScript Cascading Style Sheets CSS SQL Teamwork HTML Postman API PHP Quality Assurance ObjectOriented Programming OOP Software Testing Software Development Microsoft Word Microsoft PowerPoint Automated Software Testing Social Media c Windows Video Editing Protractor c Agile Project Management Jasper Reports Microsoft Azure scrum JavaFX Regular Expressions Layered architecture                    Software Engineering  NSBM Green University   Institute of Java and Software Engineering(IJSE)  C.W.W.Kannangara Central College Associate Quality Assurance Engineer H-Connect (Private) Limited Associate Quality Assurance Engineer 99X Technology Trainee Quality Assurance Engineer 99X Technology  
845,Quality Assurance,"Java Microsoft Office MySQL HTML C SQL C Teamwork Software Quality Assurance Manual Testing Bootstrap Quality Assurance System Testing Visual Studio Microsoft SQL Server Oracle Database                                   Higher National Diploma in Computer based Information Systems National Institute of Business Management Diploma in Computer System Design National Institute of Business Management O/L, A/L Bio Muslim Ladies College Colombo 4 Software Quality Assurance Engineer Datamation Systems (Pvt) Limited      "
846,Quality Assurance,"Leadership Java Microsoft Office HTML Microsoft Excel Teamwork Adobe Photoshop Team Leadership Communication Management Business Analysis Team Management                                        Fergusion High School Rathnapura Dhamma and Abhidamma Siri Weerasundararamaya English Dhamma School JLPT N5 Sasakawa Japanese Language Center Associate Quality Assurance Engineer Heaven'sCode Trainee Business Analysis and Quality Assurance(Manual) Lithium Technologies, Sri Lanka Banking Development Systems Central Bank of Sri Lanka QA Tester Port Authority in Sri Lanka"
847,Quality Assurance,Leadership Java Microsoft Office MySQL HTML Teamwork Android Presentation Skills Geographic Information Systems GIS Announcing                                          Bandarawaththa Parakrma Maha Vidyalaya Gampaha CMJD Professional  Institute of Software Engineering  Bandaranayake Central College Veyangoda Associate Software Quality Assurance Engineer Agrithmics Undergraduate General Sir John Kotelawala Defence University Software Engineer Intern Agrithmics  
848,Quality Assurance,Java Microsoft Office MySQL Cascading Style Sheets CSS SQL C Programming Python Programming Language Selenium WebDriver Marathon PHP Linux ObjectOriented Programming OOP Selenium Microsoft SQL Server Automated Software Testing Windows Arduino Ruby Algorithm Design MVC architecture Google API SMS Gateway                            BIIT Uva Wellassa University Badulla  Kegalu Vidyalaya  St/Bernadette's Model School Senior Software Quality Assurance Engineer CodeGen International Quality Assurance Engineer CodeGen International Associate Quality Assurance Engineer OMAK Software Quality Assurance Intern OMAK
849,Quality Assurance,"Java Android Development Project Management HTML Cascading Style Sheets CSS Quality Assurance Information Technology Software Development Web Development                                          BSc (Hons) in Information Technology Horizon Campus G.C. E Advanced Level  Viharamahadevi Balika Vidyalaya, Kiribathgoda. G.C.E Ordinary Level Rathnawali Balika Vidyalaya, Colombo Junior Quality Assurance Engineer iLabs Intern - Quality Assurance Engineer iLabs    "
850,Quality Assurance,Java Project Management Microsoft Excel C Teamwork Engineering Sales Photoshop Project Planning AutoCAD Civil Engineering D Modeling Research and Development RD Structural Analysis Statistical Data Analysis Solution Selling SAP MS Project ARC GIS Architectural Desktop Google Sketchup Construction Engineering Prokon WaterCAD ETABS Surfer Revit Architecture Revit Structure Power direct Lumion MFE formwork systems Kerkythea                   High School Rahula College High School Modern School Polommaruwa  Modern School Tangalle Quality Assurance Engineer INSEE Cement Consultant Engineer  DWA Consultant Engineer Greener Water Limited Consultant Engineer DWA
851,Quality Assurance,"Leadership Java Project Management Microsoft Office HTML C SQL Teamwork Programming Adobe Photoshop ASPNET Information Technology Visual Studio Web Development Communication Presentation Skills Time Management Self Learning Windows Networking Eclipse Cybersecurity Adobe Premiere Pro NetBeans Problem Solving Mobile Application Development Microsoft Project Network Security Creativity Skills Risk Management Application Development Routing programming Requirements Management Adobe Lightroom Stakeholder Management Switching Business Ethics             BSc (Hons) in Information Technology General Sir John Kotelawala Defence University  St.Joseph's College, Anuradhapura   Associate Quality Assurance Engineer JRC Software Associate Implementation & Application Support Agrithmics Quality Assurance Engineer Intern DilinaBiz  "
852,Quality Assurance,"Leadership Project Management Microsoft Office HTML JavaScript Postman API Adobe Photoshop Jira PHP Bootstrap jQuery Selenium Research JMeter Management CSS Microsoft Visual Studio Code                                   Sabaragamuwa University of Sri Lanka High School St \ Mary’s College National School, Trincomalee   Quality Assurance Engineer Calcey Technologies Quality Assurance Engineer SML Group Limited Associate Quality Assurance Engineer SML Group Limited Software Engineer In PHP (Trainee) Vertec IT Solutions"
853,Quality Assurance,Quality Assurance Databases Web Development Management Data Analysis Accounting                                             Industrial Information Technology Uva Wellassa University of Sri Lanka     Software Quality Assurance Engineer EIGHT25MEDIA Associate Software Quality Assurance Engineer EIGHT25MEDIA Software Quality Assurance Engineer (Intern) EIGHT25MEDIA Account Assistant  Auto City
854,Quality Assurance,"Java JavaScript Test Automation Python Programming Language PHP Mobile Testing                                             Bachelor of Industrial Information Technology - BIIT(Special) Uva Wellassa University of Sri Lanka  central college ,Badulla   Associate Quality Assurance Engineer Mitra Innovation Software Quality Assurance Engineer - Intern Mitra Innovation    "
855,Quality Assurance,                                                  Information technology SLIIT     Quality Assurance Engineer ITX360 Associate Quality Assurance Engineer ITX360 Automation Associate - Specialist Virtusa  
856,Quality Assurance,                                                  BSc University of Jaffna     Quality Assurance Engineer Axiata Digital Labs Software Quality Assurance Engineer Invicta Innovations Associate Quality Assurance Engineer Axiata Digital Labs  
857,Quality Assurance,Leadership Java Microsoft Office HTML SQL C Teamwork Test Automation API Testing Manual Testing Postman API SoapUI Jira PHP Regression Testing Functional Testing Test Planning System Integration Testing Research Management Test Management MongoDB Agile Testing Defect Tracking REST APIs Web Testing Bug Tracking Integration Testing Test Effort Estimation Java Script Visual studio Test Preparation Test Estimation Endtoend Testing                 Bachelor of Information Technology & Management University of Moratuwa  C.W.W.Kannangara central College   Senior Software Quality Assurance Engineer Virtusa Quality Assurance Engineer Virtusa Associate Software Engineer - Testing(Intern) Pragmatic Test Labs Trainee Regional Develpoment Bank
858,Quality Assurance,"Java MySQL HTML JavaScript SQL Programming PHP Databases Selenium Visual Studio CSS Web Design Visual Basic JIRA Protractor Eclipse Bugzilla Azure DevOps Katalon Studio                                Bachelor's of science University of Moratuwa  Swarnapali Girls College   Senior Quality Assurance Engineer SolomoIT - Digital Marketing Solutions from concept to market | Social Media, Web & Mobile Services Software Quality Assurance Engineer ​Headstart (Pvt) Ltd    "
859,Quality Assurance,Java Microsoft Office Android Studio Test Automation Software Quality Assurance Linux Microsoft SQL Server Web Design JIRA Lightroom                                         Master of Science - MS Cardiff Metropolitan University Bachelor's degree University of Plymouth  Gateway College Sri Lanka Quality Assurance Engineer Mitra Innovation Quality Assurance Engineer Epic Lanka Associate Quality Assurance Engineer Epic Lanka Quality Assurance Trainee Epic Lanka
860,Quality Assurance,                                                  Bachelor of Science University College Dublin Affiliated with NSBM     Quality Assurance Engineer Intervest Software Technologies (Private) Limited QA Engineer  DSP Controls (Pvt.) Ltd. Junior QA LAYOUTindex Ltd Human Resources Assistant A&E Lanka
861,Quality Assurance,Leadership Java Microsoft Office HTML JavaScript Cascading Style Sheets CSS SQL Programming C Programming Language Reactjs Web Development Web Applications Mobile Applications React Native java                                    Bachelor of Science - BS University of Colombo School of Computing  IJSE-Institute of Software Engineering   Associate Quality Assurance Engineer OrangeHRM Associate  Quality Assurance Intern Effective Solutions (Pvt) Ltd News and Content Manager UCSC ISACA Student Group Content Writer UCSC ISACA Student Group
862,Quality Assurance,Leadership Java C Microsoft Office MySQL HTML JavaScript Microsoft Excel C SQL Teamwork PHP                                       Bachelor of Science - BS university of jaffna     Associate Quality Assurance Engineer Virtusa Bachelor of Science in Information & Communication Technology (Special) Vavuniya Campus of the University of Jaffna Undergraduate ICT Undergraduate Vavuniya Campus of the University of Jaffna  
863,Quality Assurance,"                                                  Bachelor's degree University of Peradeniya  BCS, The Chartered Institute for IT   Quality Assurance Engineer Cantel Lanka  Information Consultant Ecode lanka Softwares Pvt Ltd Staff Nurse Hemas hospitals.com  "
864,Quality Assurance,"Java Microsoft Office MySQL HTML Microsoft Excel SQL C Matlab Minitab LaTeX SoapUI Bayesian statistics LyX Cucumber Quality Assurance Quality Control Microsoft Word Management Data Analysis R c Statistical Data Analysis Lingo Regression Analysis                           Bachelor of Science - BS University of Peradeniya     Quality Assurance Engineer CodeGen International Demonstrator University of Peradeniya,Faculty of Science Intern MOS MAS Holdings  "
865,Quality Assurance,C Microsoft Office MySQL HTML JavaScript Microsoft Excel Cascading Style Sheets CSS SQL C Customer Service Teamwork Test Automation Postman API Adobe Photoshop Software Testing Selenium Microsoft SQL Server Software Development Research JMeter Microsoft Word Microsoft PowerPoint Management                            BSc(Hons )  in Information Technology specializing in Information  Technology   SLIIT bsc hons special in it srilanka institute of information technolagy   Quality Assurance Engineer Teknowledge shared services Student Microsoft Software Engineering Trainee National Institute of Education   
866,Quality Assurance,"Leadership Java C MySQL HTML JavaScript Cascading Style Sheets CSS C Quality Assurance Defect Tracking                                         BSc. in IT Specializing in Information Technology  SLIIT Cambridge Advance Level Lyceum International School, Nugegoda  Saranath College, Kuliyapitiya Quality Assurance Engineer Finnovation Quality Assurance Engineer weltZ Associate Quality Assurance Engineer weltZ Quality Assurance Intern Accuratech"
